0;0.0255;0.1658
1;0.0434;0.4058
2;0.0543;0.4058
3;0.071;0.4304
4;0.0923;0.5057
5;0.1634;1.5259
6;0.1486;1.5259
7;0.195;1.5259
8;0.2257;1.5259
9;0.2529;1.77
10;0.3954;2.0461
11;0.5259;2.1053
12;0.6637;2.1053
13;0.795;2.9982
14;0.8108;2.9982
15;0.9929;2.9982
16;1.1596;2.9982
17;0.9605;2.9982
18;1.1327;2.9982
19;1.1805;2.9982
20;1.2696;2.9982
21;1.6708;2.9982
22;1.4814;2.9982
23;1.4718;2.9982
24;1.7028;2.9982
25;1.642;2.9982
26;1.403;2.9982
27;1.3046;2.9982
28;1.4166;2.9982
29;1.499;2.9982
30;1.5164;2.9982
31;1.3433;2.9982
32;1.3814;2.9982
33;1.4493;2.9982
34;1.4006;2.9982
35;1.6592;3.7477
36;1.9129;3.7477
37;1.7882;3.7477
38;1.6764;3.7477
39;1.2519;3.7477
40;1.2306;3.7477
41;1.6012;3.7477
42;1.9169;3.7477
43;1.8781;3.7477
44;2.0023;3.7477
45;1.8838;3.7477
46;1.9024;3.7477
47;1.8748;3.7477
48;1.5134;3.7477
49;1.764;3.7477
50;1.8222;3.7477
51;1.581;3.7477
52;1.7842;3.7477
53;1.6734;3.7477
54;1.7521;3.7477
55;1.8778;3.7477
56;1.8659;3.7477
57;1.8508;3.7477
58;1.5557;3.7477
59;1.8992;3.7477
60;1.6693;3.7477
61;1.8896;3.7477
62;1.4525;3.7477
63;1.4099;3.7477
64;1.4913;3.7477
65;1.375;3.7477
66;1.4482;3.7477
67;1.462;3.7477
68;1.5768;3.7477
69;1.5544;3.7477
70;1.7939;3.7477
71;1.5438;3.7477
72;1.4916;3.7477
73;1.5276;3.7477
74;1.4201;3.7477
75;1.5795;3.7477
76;1.8431;3.7477
77;1.9956;3.7477
78;1.5995;3.7477
79;1.417;3.7477
80;1.6867;3.7477
81;1.2153;3.7477
82;1.5049;3.7477
83;1.912;3.7477
84;1.5141;3.7477
85;1.7071;3.7477
86;1.8643;3.7477
87;1.8942;3.7477
88;1.4443;3.7477
89;1.2873;3.7477
90;1.3255;3.7477
91;1.2744;3.7477
92;1.7688;3.7477
93;1.6892;3.7477
94;1.5882;3.7477
95;1.7265;3.7477
96;1.7947;3.7477
97;1.5556;3.7477
98;1.4483;3.7477
99;1.9059;3.7477
