0;0.0371;0.7403
1;0.0539;0.9897
2;0.0736;0.9897
3;0.1194;2.0652
4;0.2015;2.0652
5;0.3551;2.1246
6;0.5334;3.145
7;0.5895;3.145
8;0.6509;3.145
9;0.801;4.7267
10;0.8497;4.7267
11;1.1203;4.7267
12;1.2894;4.7267
13;1.8088;4.7311
14;1.4009;4.7311
15;1.7077;4.7311
16;2.1681;4.7311
17;2.1858;4.7311
18;2.4985;4.7311
19;1.9655;4.7311
20;2.4817;4.7311
21;2.2497;4.7311
22;2.3428;4.7311
23;2.3271;4.7311
24;2.3511;4.7311
25;2.5074;4.7311
26;2.4614;4.7311
27;2.2898;4.7311
28;2.0096;4.7311
29;2.0829;4.7311
30;2.535;4.7311
31;2.5915;4.7311
32;2.0397;4.7311
33;2.3784;4.7311
34;2.1354;4.7311
35;2.1699;4.7311
36;2.4666;4.7311
37;2.4404;4.7311
38;2.2901;4.7311
39;2.1889;4.7311
40;2.2082;4.7311
41;2.1522;4.7311
42;2.3531;4.7311
43;2.1247;4.7311
44;2.1128;4.7311
45;2.257;4.7311
46;2.4448;4.7311
47;2.2673;4.7311
48;2.2356;4.7311
49;2.4261;4.7311
50;2.4562;4.7311
51;2.3342;4.7311
52;2.151;4.7311
53;2.2447;4.7311
54;2.5691;4.7311
55;1.9566;4.7311
56;2.323;4.7311
57;2.1528;4.7311
58;2.0342;4.7311
59;2.3265;4.7311
60;2.0615;4.7311
61;1.9002;4.7311
62;2.6687;4.7311
63;2.2765;7.09
64;2.1202;7.09
65;2.2534;7.09
66;2.3425;7.09
67;2.4269;7.09
68;2.7399;7.09
69;3.323;7.09
70;3.4954;7.09
71;3.37;9.4533
72;3.2907;9.4533
73;3.5211;9.4533
74;3.6288;9.4533
75;3.5493;9.4533
76;4.4033;9.4533
77;4.8795;9.4533
78;4.6914;9.4533
79;4.5987;9.4533
80;3.8423;9.4533
81;4.3712;9.4533
82;3.7966;9.4533
83;3.7092;9.4533
84;3.2846;9.4533
85;3.2593;9.4533
86;3.4402;9.4533
87;3.6185;9.4533
88;3.577;9.4533
89;3.1259;9.4533
90;3.6853;9.4533
91;3.7193;9.4533
92;4.4247;9.4533
93;4.2903;9.4533
94;5.0776;9.4533
95;4.4717;9.4533
96;4.0259;9.4533
97;4.3448;9.4533
98;3.9473;9.4533
99;3.6858;9.4533
