0;0.0435;0.7172
1;0.0694;0.7172
2;0.1036;1.3745
3;0.1644;1.6642
4;0.3018;1.9139
5;0.4779;1.9139
6;0.6994;1.9772
7;0.7729;1.9772
8;1.0048;2.5097
9;1.0758;2.5097
10;0.9475;2.5097
11;1.0956;4.0234
12;1.3189;4.0234
13;1.1361;4.0234
14;1.6217;4.0234
15;1.2839;5.9023
16;1.4696;5.9023
17;1.3924;5.9023
18;1.9862;6.0351
19;2.29;6.0351
20;1.8551;6.0351
21;1.8071;6.0351
22;2.6996;6.0351
23;2.813;6.0351
24;2.8093;6.0351
25;3.1295;6.0351
26;2.5935;6.0351
27;2.7178;6.0351
28;2.7007;6.0351
29;3.1049;6.0351
30;2.3205;6.0351
31;2.5884;6.0351
32;3.1183;6.0351
33;2.7801;6.0351
34;2.5904;6.0351
35;2.7672;6.0351
36;2.6198;6.0351
37;2.8229;6.0351
38;2.8599;6.0351
39;3.2097;6.0351
40;2.8854;6.0351
41;3.0462;6.0351
42;3.1444;6.0351
43;3.0568;6.0351
44;3.1211;6.0351
45;2.2358;6.0351
46;2.9262;6.0351
47;3.0525;6.0351
48;2.6621;6.0351
49;2.9365;6.0351
50;2.4661;6.0351
51;2.8738;6.0351
52;3.0995;6.0351
53;2.6361;6.0351
54;2.5524;6.0351
55;2.7217;6.0351
56;2.9422;6.1428
57;2.4666;6.1428
58;2.7331;6.1428
59;3.17;6.1428
60;3.0669;6.1428
61;2.3869;6.1428
62;2.6071;6.1428
63;2.9461;6.1428
64;3.0824;6.1428
65;2.6274;6.1428
66;2.4709;6.1428
67;2.8271;6.1428
68;2.7079;6.1428
69;2.9642;6.1428
70;3.0425;6.1428
71;2.8599;6.1428
72;2.5234;6.1428
73;2.7078;6.1428
74;2.7481;6.1428
75;3.265;6.1428
76;2.8625;6.1428
77;3.1749;6.1428
78;3.078;6.1428
79;3.0548;6.1428
80;2.7404;6.1428
81;2.5309;6.1428
82;2.9217;6.1428
83;2.6239;6.1428
84;2.8922;6.1428
85;3.3552;6.1428
86;2.3891;6.1428
87;2.698;6.1428
88;3.1367;6.1428
89;2.8878;6.1428
90;2.9655;6.1428
91;3.1096;6.1428
92;3.0437;6.1428
93;3.1888;6.1428
94;3.0008;6.1428
95;2.7108;6.1428
96;2.9745;6.1428
97;3.0267;6.1428
98;3.477;6.1428
99;3.487;6.1428
