0;0.0005;0.0294
1;0.003;0.0425
2;0.0117;0.1009
3;0.0214;0.1009
4;0.0379;0.1764
5;0.0742;0.7834
6;0.1467;2.2806
7;0.4733;3.3065
8;0.857;3.3065
9;0.9818;3.3065
10;1.2609;3.3065
11;1.4822;3.3065
12;1.8776;3.3065
13;1.6993;3.3065
14;1.5694;3.3065
15;1.9721;3.3065
16;1.8833;3.3065
17;1.6695;3.3065
18;1.6158;3.3065
19;1.972;3.3065
20;1.8549;3.3065
21;1.8742;3.3065
22;1.7292;3.3065
23;1.671;3.3065
24;1.9886;3.3065
25;2.0633;3.3065
26;1.5731;3.3065
27;1.8271;3.3065
28;1.6217;3.3065
29;1.7926;3.3065
30;1.8757;3.3065
31;1.7737;3.3065
32;2.0387;3.3065
33;1.7451;3.3065
34;1.6231;3.3065
35;1.6143;3.3065
36;1.9728;3.3065
37;1.9002;3.3065
38;2.0078;3.3065
39;1.7131;3.3065
40;1.8959;3.3065
41;1.8328;3.3065
42;1.2697;3.3065
43;1.7375;3.3065
44;1.9024;3.3065
45;1.437;3.3065
46;1.4772;3.3065
47;2.0555;3.3065
48;1.8787;3.3065
49;1.399;3.3065
50;1.7105;3.3065
51;1.5993;3.3065
52;1.7959;3.3065
53;1.8955;3.3065
54;2.0375;3.3065
55;2.0;3.3065
56;1.6472;3.3065
57;2.1694;3.3065
58;1.8691;3.3065
59;1.8832;3.3065
60;1.8572;3.3065
61;1.7378;3.3065
62;2.0656;3.3065
63;1.5078;3.3065
64;1.598;3.3065
65;1.7814;4.9597
66;1.84;4.9597
67;1.989;4.9597
68;1.9568;4.9597
69;2.6756;4.9597
70;2.3649;4.9597
71;2.0636;4.9597
72;2.5054;4.9597
73;2.2367;4.9597
74;2.4993;4.9597
75;2.2914;4.9597
76;2.7634;4.9597
77;2.37;4.9597
78;2.6007;4.9597
79;2.1898;4.9597
80;1.9885;4.9597
81;2.4938;4.9597
82;2.0057;4.9597
83;2.3388;4.9597
84;2.1093;4.9597
85;2.4504;4.9597
86;2.4248;4.9597
87;2.2623;4.9597
88;2.273;4.9597
89;2.515;4.9597
90;2.2036;4.9597
91;2.4381;4.9597
92;2.5711;4.9597
93;2.6253;4.9597
94;1.6762;4.9597
95;2.262;4.9597
96;2.5714;4.9597
97;2.2687;4.9597
98;2.6132;4.9597
99;2.7718;4.9597
