0;0.001
1;0.001
2;0.003
3;0.002
4;0.001
5;0.005
6;0.005
7;0.011
8;0.006
9;0.005
10;0.002
11;0.001
12;0.001
13;0.001
14;0.001
15;0.001
16;0.002
17;0.002
18;0.002
19;0.005
20;0.004
21;0.004
22;0.006
23;0.001
24;0.002
25;0.006
26;0.004
27;0.005
28;0.005
29;0.002
30;0.004
31;0.001
32;0.002
33;0.002
34;0.008
35;0.011
36;0.01
37;0.022
38;0.009
39;0.009
40;0.003
41;0.007
42;0.003
43;0.007
44;0.001
45;0.004
46;0.003
47;0.01
48;0.006
49;0.006
50;0.008
51;0.007
52;0.003
53;0.003
54;0.007
55;0.007
56;0.009
57;0.005
58;0.006
59;0.008
60;0.003
61;0.001
62;0.004
63;0.006
64;0.004
65;0.015
66;0.009
67;0.011
68;0.005
69;0.001
70;0.002
71;0.011
72;0.003
73;0.003
74;0.004
75;0.002
76;0.002
77;0.002
78;0.003
79;0.002
80;0.003
81;0.004
82;0.003
83;0.002
84;0.002
85;0.007
86;0.004
87;0.005
88;0.004
89;0.005
90;0.013
91;0.006
92;0.001
93;0.005
94;0.002
95;0.01
96;0.004
97;0.007
98;0.002
99;0.002
