0;0.001
1;0.001
2;0.005
3;0.002
4;0.002
5;0.004
6;0.012
7;0.002
8;0.001
9;0.002
10;0.003
11;0.003
12;0.002
13;0.005
14;0.006
15;0.009
16;0.014
17;0.001
18;0.005
19;0.01
20;0.009
21;0.006
22;0.005
23;0.004
24;0.006
25;0.005
26;0.002
27;0.005
28;0.011
29;0.018
30;0.009
31;0.012
32;0.009
33;0.003
34;0.002
35;0.005
36;0.002
37;0.004
38;0.005
39;0.006
40;0.002
41;0.003
42;0.005
43;0.004
44;0.008
45;0.005
46;0.005
47;0.006
48;0.005
49;0.012
50;0.01
51;0.002
52;0.005
53;0.002
54;0.005
55;0.005
56;0.002
57;0.002
58;0.004
59;0.004
60;0.002
61;0.002
62;0.007
63;0.015
64;0.004
65;0.005
66;0.003
67;0.002
68;0.001
69;0.01
70;0.008
71;0.003
72;0.003
73;0.004
74;0.015
75;0.006
76;0.01
77;0.002
78;0.004
79;0.013
80;0.005
81;0.003
82;0.007
83;0.004
84;0.003
85;0.009
86;0.009
87;0.006
88;0.002
89;0.006
90;0.002
91;0.001
92;0.001
93;0.001
94;0.001
95;0.004
96;0.003
97;0.002
98;0.005
99;0.001
