0;0.001
1;0.001
2;0.002
3;0.001
4;0.002
5;0.002
6;0.002
7;0.002
8;0.002
9;0.003
10;0.003
11;0.01
12;0.022
13;0.005
14;0.002
15;0.003
16;0.005
17;0.003
18;0.006
19;0.002
20;0.005
21;0.002
22;0.003
23;0.005
24;0.004
25;0.003
26;0.002
27;0.003
28;0.011
29;0.002
30;0.003
31;0.003
32;0.006
33;0.003
34;0.003
35;0.001
36;0.003
37;0.002
38;0.001
39;0.002
40;0.004
41;0.002
42;0.003
43;0.004
44;0.003
45;0.004
46;0.001
47;0.003
48;0.007
49;0.002
50;0.005
51;0.002
52;0.006
53;0.003
54;0.003
55;0.002
56;0.005
57;0.003
58;0.002
59;0.001
60;0.004
61;0.003
62;0.005
63;0.013
64;0.008
65;0.001
66;0.003
67;0.003
68;0.004
69;0.007
70;0.006
71;0.015
72;0.016
73;0.002
74;0.001
75;0.004
76;0.002
77;0.005
78;0.002
79;0.01
80;0.004
81;0.003
82;0.002
83;0.003
84;0.005
85;0.006
86;0.005
87;0.004
88;0.004
89;0.004
90;0.003
91;0.009
92;0.008
93;0.005
94;0.01
95;0.003
96;0.013
97;0.007
98;0.003
99;0.004
