0;0.001
1;0.001
2;0.002
3;0.006
4;0.002
5;0.007
6;0.001
7;0.006
8;0.005
9;0.002
10;0.005
11;0.004
12;0.005
13;0.008
14;0.005
15;0.006
16;0.008
17;0.012
18;0.012
19;0.012
20;0.002
21;0.002
22;0.001
23;0.001
24;0.001
25;0.002
26;0.003
27;0.002
28;0.002
29;0.004
30;0.002
31;0.002
32;0.002
33;0.006
34;0.003
35;0.002
36;0.009
37;0.007
38;0.008
39;0.007
40;0.002
41;0.005
42;0.003
43;0.001
44;0.003
45;0.005
46;0.004
47;0.004
48;0.004
49;0.011
50;0.007
51;0.002
52;0.005
53;0.003
54;0.005
55;0.004
56;0.003
57;0.002
58;0.002
59;0.003
60;0.003
61;0.003
62;0.002
63;0.001
64;0.005
65;0.002
66;0.005
67;0.003
68;0.003
69;0.002
70;0.006
71;0.003
72;0.002
73;0.003
74;0.004
75;0.005
76;0.005
77;0.003
78;0.004
79;0.008
80;0.004
81;0.004
82;0.002
83;0.009
84;0.002
85;0.006
86;0.003
87;0.005
88;0.003
89;0.003
90;0.003
91;0.006
92;0.002
93;0.004
94;0.005
95;0.005
96;0.007
97;0.005
98;0.005
99;0.003
