0;0.002
1;0.003
2;0.002
3;0.001
4;0.003
5;0.002
6;0.002
7;0.001
8;0.002
9;0.008
10;0.003
11;0.005
12;0.002
13;0.003
14;0.001
15;0.003
16;0.005
17;0.002
18;0.003
19;0.012
20;0.003
21;0.003
22;0.006
23;0.004
24;0.003
25;0.007
26;0.005
27;0.002
28;0.006
29;0.006
30;0.016
31;0.002
32;0.003
33;0.002
34;0.005
35;0.002
36;0.004
37;0.004
38;0.001
39;0.005
40;0.006
41;0.003
42;0.009
43;0.005
44;0.004
45;0.01
46;0.004
47;0.013
48;0.009
49;0.01
50;0.008
51;0.006
52;0.003
53;0.002
54;0.004
55;0.004
56;0.002
57;0.008
58;0.012
59;0.009
60;0.004
61;0.007
62;0.004
63;0.006
64;0.01
65;0.008
66;0.005
67;0.01
68;0.008
69;0.002
70;0.001
71;0.001
72;0.004
73;0.001
74;0.003
75;0.002
76;0.011
77;0.004
78;0.002
79;0.002
80;0.005
81;0.002
82;0.001
83;0.002
84;0.003
85;0.004
86;0.001
87;0.001
88;0.002
89;0.001
90;0.003
91;0.002
92;0.001
93;0.003
94;0.003
95;0.004
96;0.002
97;0.008
98;0.008
99;0.004
