0;0.001
1;0.002
2;0.007
3;0.007
4;0.004
5;0.012
6;0.006
7;0.003
8;0.006
9;0.006
10;0.004
11;0.003
12;0.004
13;0.005
14;0.005
15;0.002
16;0.005
17;0.007
18;0.003
19;0.002
20;0.001
21;0.002
22;0.004
23;0.006
24;0.007
25;0.004
26;0.002
27;0.002
28;0.002
29;0.012
30;0.004
31;0.011
32;0.004
33;0.002
34;0.007
35;0.017
36;0.004
37;0.002
38;0.003
39;0.004
40;0.011
41;0.002
42;0.006
43;0.005
44;0.012
45;0.003
46;0.005
47;0.009
48;0.005
49;0.002
50;0.003
51;0.005
52;0.001
53;0.002
54;0.002
55;0.006
56;0.003
57;0.016
58;0.007
59;0.003
60;0.001
61;0.004
62;0.004
63;0.002
64;0.002
65;0.004
66;0.002
67;0.002
68;0.006
69;0.003
70;0.002
71;0.008
72;0.003
73;0.002
74;0.001
75;0.001
76;0.004
77;0.002
78;0.002
79;0.004
80;0.004
81;0.007
82;0.009
83;0.009
84;0.003
85;0.003
86;0.002
87;0.004
88;0.002
89;0.002
90;0.003
91;0.002
92;0.002
93;0.002
94;0.003
95;0.005
96;0.002
97;0.005
98;0.003
99;0.009
