0;0.001
1;0.003
2;0.002
3;0.001
4;0.002
5;0.001
6;0.002
7;0.002
8;0.007
9;0.005
10;0.014
11;0.011
12;0.004
13;0.003
14;0.002
15;0.004
16;0.009
17;0.002
18;0.008
19;0.001
20;0.004
21;0.005
22;0.005
23;0.006
24;0.005
25;0.001
26;0.002
27;0.004
28;0.007
29;0.007
30;0.005
31;0.01
32;0.012
33;0.01
34;0.008
35;0.003
36;0.002
37;0.001
38;0.005
39;0.002
40;0.005
41;0.005
42;0.003
43;0.004
44;0.007
45;0.002
46;0.001
47;0.002
48;0.003
49;0.001
50;0.005
51;0.003
52;0.002
53;0.004
54;0.002
55;0.002
56;0.004
57;0.009
58;0.003
59;0.003
60;0.005
61;0.002
62;0.005
63;0.003
64;0.002
65;0.001
66;0.002
67;0.003
68;0.002
69;0.004
70;0.001
71;0.001
72;0.003
73;0.006
74;0.003
75;0.003
76;0.014
77;0.013
78;0.014
79;0.009
80;0.018
81;0.007
82;0.003
83;0.007
84;0.007
85;0.002
86;0.002
87;0.004
88;0.004
89;0.002
90;0.003
91;0.001
92;0.005
93;0.003
94;0.004
95;0.001
96;0.002
97;0.006
98;0.003
99;0.004
