0;0.001
1;0.002
2;0.002
3;0.001
4;0.001
5;0.005
6;0.004
7;0.003
8;0.001
9;0.007
10;0.001
11;0.004
12;0.004
13;0.006
14;0.004
15;0.004
16;0.008
17;0.004
18;0.001
19;0.004
20;0.002
21;0.003
22;0.002
23;0.003
24;0.004
25;0.001
26;0.001
27;0.003
28;0.004
29;0.006
30;0.008
31;0.001
32;0.001
33;0.003
34;0.002
35;0.007
36;0.001
37;0.004
38;0.002
39;0.003
40;0.009
41;0.004
42;0.009
43;0.002
44;0.003
45;0.004
46;0.007
47;0.007
48;0.007
49;0.014
50;0.006
51;0.005
52;0.005
53;0.009
54;0.006
55;0.006
56;0.003
57;0.007
58;0.003
59;0.005
60;0.001
61;0.001
62;0.005
63;0.004
64;0.002
65;0.003
66;0.004
67;0.004
68;0.001
69;0.007
70;0.003
71;0.008
72;0.003
73;0.006
74;0.007
75;0.006
76;0.004
77;0.009
78;0.005
79;0.009
80;0.007
81;0.003
82;0.001
83;0.002
84;0.001
85;0.001
86;0.001
87;0.002
88;0.004
89;0.003
90;0.003
91;0.001
92;0.004
93;0.002
94;0.002
95;0.001
96;0.004
97;0.003
98;0.008
99;0.005
