0;0.0
1;0.002
2;0.002
3;0.001
4;0.001
5;0.002
6;0.003
7;0.003
8;0.001
9;0.005
10;0.008
11;0.002
12;0.001
13;0.003
14;0.002
15;0.003
16;0.001
17;0.005
18;0.002
19;0.003
20;0.004
21;0.008
22;0.006
23;0.01
24;0.002
25;0.001
26;0.002
27;0.002
28;0.002
29;0.003
30;0.005
31;0.002
32;0.001
33;0.002
34;0.002
35;0.001
36;0.001
37;0.002
38;0.009
39;0.004
40;0.002
41;0.002
42;0.004
43;0.003
44;0.004
45;0.003
46;0.003
47;0.008
48;0.002
49;0.003
50;0.002
51;0.002
52;0.006
53;0.001
54;0.006
55;0.001
56;0.001
57;0.001
58;0.004
59;0.001
60;0.001
61;0.002
62;0.002
63;0.006
64;0.001
65;0.005
66;0.002
67;0.003
68;0.003
69;0.002
70;0.002
71;0.004
72;0.003
73;0.003
74;0.001
75;0.005
76;0.002
77;0.003
78;0.007
79;0.013
80;0.008
81;0.005
82;0.005
83;0.004
84;0.001
85;0.001
86;0.001
87;0.002
88;0.002
89;0.011
90;0.005
91;0.002
92;0.003
93;0.001
94;0.001
95;0.006
96;0.008
97;0.002
98;0.003
99;0.003
