0;0.0
1;0.002
2;0.002
3;0.002
4;0.002
5;0.004
6;0.005
7;0.004
8;0.001
9;0.002
10;0.001
11;0.008
12;0.001
13;0.003
14;0.004
15;0.004
16;0.002
17;0.002
18;0.005
19;0.006
20;0.005
21;0.01
22;0.003
23;0.001
24;0.003
25;0.005
26;0.004
27;0.005
28;0.003
29;0.005
30;0.003
31;0.002
32;0.002
33;0.005
34;0.005
35;0.003
36;0.006
37;0.001
38;0.004
39;0.003
40;0.006
41;0.006
42;0.001
43;0.002
44;0.004
45;0.011
46;0.004
47;0.006
48;0.003
49;0.003
50;0.002
51;0.004
52;0.005
53;0.005
54;0.004
55;0.008
56;0.002
57;0.002
58;0.002
59;0.003
60;0.002
61;0.007
62;0.005
63;0.002
64;0.001
65;0.001
66;0.002
67;0.01
68;0.003
69;0.004
70;0.007
71;0.007
72;0.005
73;0.003
74;0.004
75;0.008
76;0.012
77;0.015
78;0.006
79;0.002
80;0.009
81;0.004
82;0.003
83;0.002
84;0.001
85;0.01
86;0.007
87;0.017
88;0.002
89;0.005
90;0.005
91;0.002
92;0.002
93;0.007
94;0.005
95;0.005
96;0.007
97;0.002
98;0.006
99;0.003
