0;0.001
1;0.003
2;0.003
3;0.003
4;0.007
5;0.011
6;0.019
7;0.001
8;0.002
9;0.002
10;0.005
11;0.004
12;0.002
13;0.003
14;0.002
15;0.003
16;0.007
17;0.008
18;0.003
19;0.003
20;0.005
21;0.015
22;0.004
23;0.001
24;0.006
25;0.002
26;0.002
27;0.002
28;0.003
29;0.005
30;0.003
31;0.004
32;0.003
33;0.005
34;0.008
35;0.002
36;0.002
37;0.006
38;0.002
39;0.002
40;0.001
41;0.008
42;0.001
43;0.002
44;0.001
45;0.015
46;0.004
47;0.002
48;0.004
49;0.01
50;0.003
51;0.003
52;0.004
53;0.009
54;0.004
55;0.005
56;0.004
57;0.002
58;0.001
59;0.002
60;0.006
61;0.002
62;0.003
63;0.006
64;0.01
65;0.005
66;0.004
67;0.004
68;0.002
69;0.002
70;0.005
71;0.001
72;0.001
73;0.003
74;0.002
75;0.002
76;0.003
77;0.002
78;0.005
79;0.002
80;0.007
81;0.003
82;0.005
83;0.004
84;0.002
85;0.004
86;0.011
87;0.013
88;0.001
89;0.002
90;0.004
91;0.007
92;0.005
93;0.007
94;0.008
95;0.002
96;0.002
97;0.003
98;0.002
99;0.004
