0;0.001
1;0.005
2;0.002
3;0.004
4;0.002
5;0.005
6;0.005
7;0.01
8;0.006
9;0.009
10;0.011
11;0.002
12;0.007
13;0.002
14;0.001
15;0.003
16;0.003
17;0.006
18;0.002
19;0.004
20;0.002
21;0.005
22;0.01
23;0.012
24;0.014
25;0.009
26;0.001
27;0.003
28;0.002
29;0.002
30;0.011
31;0.003
32;0.004
33;0.001
34;0.003
35;0.002
36;0.003
37;0.003
38;0.004
39;0.002
40;0.004
41;0.004
42;0.005
43;0.003
44;0.001
45;0.003
46;0.001
47;0.003
48;0.006
49;0.002
50;0.008
51;0.006
52;0.005
53;0.006
54;0.003
55;0.001
56;0.005
57;0.004
58;0.002
59;0.002
60;0.009
61;0.006
62;0.006
63;0.008
64;0.004
65;0.012
66;0.008
67;0.004
68;0.002
69;0.002
70;0.003
71;0.002
72;0.001
73;0.002
74;0.002
75;0.005
76;0.003
77;0.004
78;0.004
79;0.004
80;0.01
81;0.008
82;0.019
83;0.008
84;0.012
85;0.019
86;0.014
87;0.005
88;0.003
89;0.005
90;0.002
91;0.005
92;0.002
93;0.011
94;0.002
95;0.004
96;0.006
97;0.002
98;0.003
99;0.008
