0;0.001
1;0.003
2;0.004
3;0.003
4;0.003
5;0.003
6;0.004
7;0.014
8;0.002
9;0.001
10;0.001
11;0.001
12;0.002
13;0.001
14;0.002
15;0.007
16;0.004
17;0.002
18;0.002
19;0.004
20;0.003
21;0.002
22;0.004
23;0.003
24;0.001
25;0.003
26;0.005
27;0.003
28;0.003
29;0.004
30;0.013
31;0.013
32;0.005
33;0.002
34;0.006
35;0.004
36;0.004
37;0.007
38;0.005
39;0.003
40;0.001
41;0.007
42;0.001
43;0.003
44;0.008
45;0.013
46;0.002
47;0.001
48;0.002
49;0.002
50;0.001
51;0.001
52;0.008
53;0.003
54;0.003
55;0.005
56;0.006
57;0.002
58;0.004
59;0.008
60;0.011
61;0.008
62;0.008
63;0.012
64;0.002
65;0.004
66;0.001
67;0.003
68;0.001
69;0.001
70;0.002
71;0.001
72;0.003
73;0.006
74;0.003
75;0.005
76;0.008
77;0.006
78;0.002
79;0.008
80;0.005
81;0.002
82;0.006
83;0.003
84;0.001
85;0.001
86;0.002
87;0.004
88;0.002
89;0.004
90;0.007
91;0.007
92;0.003
93;0.003
94;0.002
95;0.003
96;0.002
97;0.004
98;0.004
99;0.008
