0;0.002
1;0.002
2;0.001
3;0.001
4;0.004
5;0.003
6;0.002
7;0.006
8;0.007
9;0.009
10;0.015
11;0.003
12;0.005
13;0.002
14;0.003
15;0.002
16;0.001
17;0.003
18;0.001
19;0.003
20;0.002
21;0.006
22;0.002
23;0.003
24;0.003
25;0.002
26;0.002
27;0.005
28;0.001
29;0.008
30;0.003
31;0.001
32;0.002
33;0.003
34;0.006
35;0.002
36;0.003
37;0.004
38;0.019
39;0.007
40;0.003
41;0.003
42;0.001
43;0.003
44;0.007
45;0.009
46;0.001
47;0.008
48;0.004
49;0.004
50;0.003
51;0.003
52;0.001
53;0.001
54;0.004
55;0.002
56;0.003
57;0.001
58;0.009
59;0.003
60;0.002
61;0.005
62;0.005
63;0.003
64;0.003
65;0.007
66;0.007
67;0.006
68;0.006
69;0.006
70;0.004
71;0.002
72;0.008
73;0.003
74;0.004
75;0.006
76;0.004
77;0.005
78;0.008
79;0.001
80;0.005
81;0.007
82;0.001
83;0.004
84;0.008
85;0.002
86;0.004
87;0.002
88;0.005
89;0.002
90;0.004
91;0.005
92;0.006
93;0.001
94;0.002
95;0.002
96;0.002
97;0.005
98;0.003
99;0.004
