0;0.004
1;0.004
2;0.001
3;0.001
4;0.003
5;0.014
6;0.003
7;0.006
8;0.002
9;0.002
10;0.005
11;0.008
12;0.007
13;0.007
14;0.004
15;0.008
16;0.006
17;0.029
18;0.003
19;0.005
20;0.009
21;0.002
22;0.003
23;0.002
24;0.002
25;0.008
26;0.005
27;0.002
28;0.001
29;0.002
30;0.004
31;0.002
32;0.0
33;0.003
34;0.003
35;0.002
36;0.002
37;0.004
38;0.008
39;0.005
40;0.003
41;0.004
42;0.011
43;0.001
44;0.006
45;0.005
46;0.002
47;0.001
48;0.007
49;0.004
50;0.001
51;0.001
52;0.002
53;0.002
54;0.001
55;0.004
56;0.003
57;0.002
58;0.002
59;0.002
60;0.006
61;0.011
62;0.005
63;0.006
64;0.005
65;0.024
66;0.01
67;0.007
68;0.008
69;0.004
70;0.001
71;0.005
72;0.002
73;0.003
74;0.002
75;0.004
76;0.002
77;0.004
78;0.005
79;0.004
80;0.01
81;0.005
82;0.002
83;0.005
84;0.002
85;0.005
86;0.005
87;0.003
88;0.003
89;0.004
90;0.002
91;0.004
92;0.001
93;0.004
94;0.002
95;0.004
96;0.006
97;0.004
98;0.01
99;0.003
