0;0.269
1;0.43
2;0.408
3;0.499
4;0.51
5;0.513
6;0.585
7;0.544
8;0.654
9;0.699
10;0.598
11;0.681
12;0.606
13;0.644
14;0.681
15;0.572
16;0.59
17;0.52
18;0.642
19;0.555
20;0.586
21;0.639
22;0.582
23;0.727
24;0.623
25;0.678
26;0.664
27;0.732
28;0.609
29;0.606
30;0.695
31;0.666
32;0.596
33;0.674
34;0.616
35;0.575
36;0.695
37;0.594
38;0.687
39;0.644
40;0.58
41;0.562
42;0.574
43;0.657
44;0.66
45;0.576
46;0.612
47;0.595
48;0.733
49;0.553
